realization_id,age_ka_bp__S1_01,age_ka_bp__S1_02,age_ka_bp__S1_03,age_ka_bp__S1_04,age_ka_bp__S1_05,age_ka_bp__S1_06,age_ka_bp__S1_07,age_ka_bp__S1_08,age_ka_bp__S1_09,age_ka_bp__S1_10,age_ka_bp__S1_11,age_ka_bp__S1_12,age_ka_bp__S1_13,age_ka_bp__S1_14,age_ka_bp__S1_15,age_ka_bp__S1_16,age_ka_bp__S1_17,age_ka_bp__S1_18,age_ka_bp__S1_19,age_ka_bp__S1_20,age_ka_bp__S1_21,age_ka_bp__S1_22,age_ka_bp__S1_23,age_ka_bp__S1_24,age_ka_bp__S1_25,age_ka_bp__S1_26,age_ka_bp__S1_27,age_ka_bp__S1_28,age_ka_bp__S1_29,age_ka_bp__S1_30,age_ka_bp__S1_31,age_ka_bp__S1_32,age_ka_bp__S1_33,age_ka_bp__S1_34,age_ka_bp__S1_35,age_ka_bp__S1_36,age_ka_bp__S1_37,age_ka_bp__S1_38,age_ka_bp__S1_39,age_ka_bp__S1_40,age_ka_bp__S1_41,age_ka_bp__S1_42,age_ka_bp__S1_43,age_ka_bp__S1_44,age_ka_bp__S1_45,age_ka_bp__S1_46,age_ka_bp__S1_47,age_ka_bp__S1_48,age_ka_bp__S1_49,age_ka_bp__S1_50,age_ka_bp__S1_51,age_ka_bp__S1_52,age_ka_bp__S1_53,age_ka_bp__S1_54,age_ka_bp__S1_55,age_ka_bp__S1_56,age_ka_bp__S1_57,age_ka_bp__S1_58,age_ka_bp__S1_59,age_ka_bp__S1_60,age_ka_bp__AUX_400
Barker_MC_01365,11.289007724567815,12.677153344818896,14.709790937431025,17.391238368503231,23.764613248090157,27.945873901439271,29.637163664625159,33.227244434919413,33.632706191293465,35.273799213905662,37.679872068043927,39.140244891446144,40.94080003023128,43.570867632973297,47.278731722499138,55.89223738400257,59.886218781421704,72.099612729115222,73.436180656814358,77.374741652950362,84.366526197946499,87.152191719899307,90.420615571054427,100.95401760844391,105.94836004762327,109.79475044180289,112.98619953862341,130.50711105163117,137.35948871691869,138.70567769383368,159.72918828509447,164.47501793120404,165.06894381584937,171.25173413041782,173.79240840503849,177.09273582461196,178.14840059569914,179.06529338267316,188.6453026054335,189.8329478593067,196.82547948028298,202.60652631096232,217.37321138944634,225.55192019818426,229.11066861633361,241.85469951923898,247.31214932073414,249.03930612838272,251.81854899631642,260.28619792474814,263.51515168690992,317.7938534425997,336.60359052162761,344.65492479478877,350.31226435051536,351.76637684496785,367.33681167162536,369.01430553966321,373.3645731831885,377.87703337209723,399.61128918931809
Barker_MC_01366,11.361776715256942,12.764958137291902,14.55070222677678,17.210366072108986,23.889857202807189,28.004934931435074,29.692447282301057,32.620837876067199,34.449045391149568,34.906273315916025,37.49008984189139,38.840276312163837,41.402381462130315,43.74202109344526,47.987657396084401,55.15730240072142,59.716033161061532,71.41983406776481,72.734683752836844,76.244881229084456,84.6066981895667,87.065257529264898,90.019189120671058,98.6414068251526,104.96699531813614,108.78445666530354,110.15934334058784,130.6009877490232,136.34856769216398,139.79076872385684,159.85866218560173,163.77112468760359,165.00597276304424,170.13151099882205,175.05691064891519,178.09406306603475,178.12377617593296,179.26157031123415,188.42077686686878,190.00643372871784,199.01307770773664,200.58301494770163,216.37796367353121,226.67617927626841,228.65495520674978,241.8552203276476,247.6623649314399,249.31150883957082,252.16076145401399,258.15013243536373,265.50761417279466,317.34820795036444,334.79348496959904,344.45902105741703,350.42724318204591,352.09826787990153,366.45268186837825,369.12965408055749,373.09599864546522,377.91514352439162,399.05291907812682
Barker_MC_01367,11.43993060210483,12.637907218945672,14.67061813479029,17.350421316326536,23.410964504148993,28.239633687563327,29.813137342136265,32.898461022174388,33.658761621331777,35.618892504341311,37.240766755586279,39.92911930111314,42.008337151380786,43.291669767352523,48.006574051593596,55.190193680585608,59.587566686184694,72.013255053784135,72.285027011046679,76.059559763683808,82.783573361105823,86.963318943521514,90.92474550257667,99.448335538326319,106.52810328215493,109.96437375911488,110.56845035498212,130.33317692929964,136.78508661579409,139.54396400622693,159.43690456304071,163.02141536854282,164.8007091790216,170.00540798186566,173.34209110241645,175.03383019764178,176.62921703936914,179.26735513711017,189.03569445020003,192.13337323966459,197.71485885150409,201.24171392602335,218.06656933831329,225.94048126567111,228.37860681102097,243.25347746655089,247.78653382978578,248.45699318539448,252.04046247744526,258.78785444167585,264.12676590397155,317.22325208546533,338.15098578273802,344.04334902524585,350.57635481730205,351.29515155614251,367.30743634182187,368.9506543960598,372.64362762217604,377.88090959017211,400.8896727618785
Barker_MC_01368,11.471620974313071,12.613837258069303,14.758620233844713,17.517116025737053,23.945837374213102,27.719862752019196,29.540198285136949,33.325120766910963,33.423792424510545,35.080914724824019,37.335525270462163,39.515098985242631,41.201174093695982,43.846396931352302,48.07243420369462,55.323226222683445,59.04376128851321,71.21493791729246,73.311935426894593,75.93629721029771,83.957594728065459,87.397535812666575,90.616964157758545,99.047216259646873,106.1710528994103,110.84100656522317,111.90244710258504,128.63129656575563,137.25111511641092,137.8145998439137,159.21292412758021,163.1335909536445,165.87158552374044,171.28481617938999,171.95816491367722,177.10337906804332,177.81037668770256,178.22252511732557,187.21460665094304,192.71211675529435,201.23677536015944,202.42322764773687,219.10762005339893,226.10716543397965,228.74394372894815,242.84826411913949,247.81802044294361,249.64688331244153,251.85033750274536,260.96530286551206,263.98242287178567,317.67639636905398,335.68838424220343,341.88496004772446,350.31725151456612,350.80714040276564,367.6020887595227,370.44252431900117,372.46980290502182,378.45092038815619,399.44809636279768
Barker_MC_01369,11.26231919986599,12.925374846050479,14.819307201282992,17.181933896864912,23.974974944561467,28.275594051182161,29.579677808489556,32.620539267984817,33.949551457546939,35.646483319142312,37.788579068084196,39.276697568101589,41.228531251173372,43.338009852453375,48.038732610024027,55.377400797756614,59.33983003493173,71.873646181259957,73.156183492252367,76.361870950477936,84.15406028166322,86.809881206550727,90.441187311536751,99.036443945828182,105.50504099426483,109.69556904211647,111.93339709787976,129.589800592035,135.19011235498283,138.66305209572283,161.05400387471906,163.04752389503452,166.32159281918373,168.66746901992173,171.56787491734491,174.48876484736343,177.64284153033358,178.23297826037964,192.11641602832077,193.04497926051803,197.58538056328879,200.89055195119221,215.31957408393248,225.78697427273914,228.46373427898175,243.03181139294753,246.32574645458345,250.10506799471656,252.34175543844228,260.55998827826971,264.70322714662956,317.51124615652759,335.52878438925626,344.81082148889817,349.87482449292207,351.01973862473386,366.8562722512151,369.09912469192852,372.54609322392218,377.47098634237574,400.55959157053826
Barker_MC_01370,11.35387729079779,12.870323644805231,14.840710342019273,16.776469447198814,24.031951454299367,28.25007837192037,30.206987856821634,33.095255352280965,33.335793817322077,35.129325057093709,38.06192923964948,38.865194596684951,41.314616653498817,43.405377719076071,48.087722190209377,55.41327903426572,59.298315622033513,72.007785507309777,72.404623805107477,76.719197543198987,82.451624956790823,87.367064069367188,90.772537138241006,98.87834920294587,106.65623623099044,109.21593060684256,111.55409318057866,130.42774356522952,136.56928923054909,140.22909985221827,159.27634292716814,164.89128157476836,166.64417279807239,170.40026320751284,174.81474356341164,174.87197675675583,178.02753457549548,180.22702820503076,192.79343345043551,194.13525879287386,200.11974663678532,202.67795077035026,218.52000488803463,226.45658409870143,229.24167177058183,242.02270678714737,246.16545441358443,250.1556773318369,251.92066090164482,260.33915098688692,263.13264331512426,317.1303851911477,337.46294934052929,340.59065438084502,350.49474296872449,352.24871785171371,366.96256185796437,369.49531032582462,371.46168351674493,378.23200601167582,401.17639178629804
Barker_MC_01371,11.326074271194125,12.992200005402898,14.469827678327686,17.57011882703635,24.19175796046763,27.820626244751463,30.206430149272244,32.547941582350624,33.867404439461474,35.74879171826877,37.097080271739678,38.86495577109887,41.291078861745447,43.738950447381683,47.157387129061881,55.305742326678406,59.597542370058626,71.954835436448278,72.676141393232101,76.098067805947579,84.067817708189764,87.06782236867852,90.748780969143539,98.835286633893361,106.48222744946997,108.56809025339713,112.80002732263038,129.68327794561625,135.95690359381672,139.82696683295768,159.35295037226825,165.08283376111427,166.26117997405905,168.10351027613123,173.79001306586676,177.5358294998712,178.42999461650865,178.48074513011792,191.95301579604472,192.49609813369281,198.87190129941897,200.56712773477747,215.80498050664377,227.8513215164316,228.45300054532385,241.91033559187269,246.38938705250388,250.21589822352266,251.33239342332394,258.16867767597984,263.47125429850445,317.08874176335667,335.3504167393105,344.37181799021687,350.13274406259916,351.09600931171343,366.92301255021812,369.02447305143403,373.41171766832775,379.09240577375493,399.02291515033306
Barker_MC_01372,11.271542824854619,12.566422407920921,14.803482223443517,16.694641588648704,23.503322371774527,27.90724491476011,30.316764603616921,33.033287739856704,33.824163353201712,35.242420291090852,37.070675990491935,39.71986441195461,41.185153556000195,43.899434911093884,48.070399909107152,55.851415979508509,59.516462202394713,71.237046900230595,72.57916913898859,77.045544265119517,82.860643472452637,87.349282841103857,90.346810347054088,99.883597776364738,105.42165491730783,109.38256801895815,110.16486461854022,129.08064527245469,136.78733658398954,139.03692515006972,159.595364978379,164.43427189173164,165.7053723983914,168.45948255921968,171.52646725800125,176.31477629808899,178.2722024439588,179.27608500605103,187.30514556074669,191.97542953770187,201.09623542415329,201.15874189577622,217.60736308183058,227.31462337970629,228.90065284462804,242.55251295158027,246.93774652746689,249.21946241767176,251.53282826575909,259.47285837467888,265.11237624443635,317.80590359059539,335.88716813580146,343.4596176498473,350.69956494133805,351.96696893398206,366.09483538880846,368.77882571653532,373.44560056185816,378.1579174075664,400.59612182937013
Barker_MC_01373,11.267901471058416,12.963201929752952,14.438628588796757,16.886976773007465,23.519765145835663,27.781386135993902,30.092011318360392,32.666384211159446,33.913898258635555,34.731941070041529,37.025640445000782,40.278455179060977,41.196702885670369,44.133184668437409,47.211363511738917,55.901835063199329,59.791146380541946,71.920112519893294,73.449834917627143,76.929262847142951,82.47821687886325,86.842212305277783,90.832962810470192,99.098746435172885,105.45955128666415,109.32963394091377,112.34852540970435,130.11474286472475,135.55837628748452,138.4666486581506,159.64078160135563,162.62672829504271,165.10520775124624,168.49040936637937,174.0412180660019,176.69554296865738,176.9639168819678,178.5228483367917,190.22197236252688,190.50727717675127,198.52210298400516,199.43645120654566,219.03765197954559,227.41160229905816,228.44141744294879,242.27983575473345,246.85265393032779,249.43739742586561,252.111179806699,260.98645432842704,264.8206735179856,317.09102474883935,334.7433596018443,345.21729079973022,349.56311023606077,351.57818300958354,365.78060988171899,369.11629754930345,372.5253138579742,378.39551613706305,400.91982996434399
Barker_MC_01374,11.389485722911074,12.948279486418668,14.637852313753738,17.124270090354376,23.916929850464047,28.116713109342619,30.145818926919169,32.648276718439838,34.154081104239019,34.718533619557562,37.570820642742497,40.37195385813957,41.924210164173239,44.046006951034826,47.466111807902351,55.254997162656586,58.719303803329218,71.627949201404022,72.648307509862079,75.990890740314086,83.008230838783859,87.159367089611564,90.279220569074269,100.15214269694972,106.95108628121133,109.95554001246319,112.46105224134961,130.47969519751737,135.05873339644015,140.31913260982063,159.8360731235565,163.89350826972469,165.3071837152217,169.83755096338166,173.49943039740617,176.70525638990375,177.76007793703516,177.91698487110835,187.71903960800665,193.01786645973451,199.15708914428058,202.01540036100585,215.14241383441956,226.0380064031053,228.13368685011287,241.80710483224291,247.02820129624828,248.16021316130318,251.4100556030009,260.5976588156235,264.76979070232886,318.00454950633844,336.27649553905866,340.80793698651536,350.36632835524057,350.93197739791646,366.11562077711426,369.58249238500429,371.63813996257198,378.77925900529056,399.40543108144453
Barker_MC_01375,11.441032625280579,12.76067839080712,14.848517321576459,16.69367627944829,23.665858055776564,28.003391915897254,30.271661541048704,33.154364645793187,33.353599528157112,35.531477736829487,37.155138320186232,39.513743371766665,40.885797491457595,43.380057441549951,47.376504648131757,55.948262631234194,59.155832310659761,71.603357361122846,73.353184648657006,76.182261404487861,83.409117952437398,87.795584004655012,90.353545339979974,99.382658581614749,106.26491071941281,109.2632612436332,110.13777492143547,129.73299086191298,136.96700665561508,138.54428844911095,159.46986841387437,164.13453924515392,165.55473909148017,170.45662155530533,173.24514076754897,175.91184601896697,178.06843703003184,179.42650327883291,191.79347385184701,193.7552044863273,197.8411500604316,200.79927147561887,215.61681913652754,227.58186848471112,228.30006113339999,241.80150096698418,247.66963821950844,249.75446157403542,252.04372976482992,259.43481015200427,262.68184832788779,318.2499754428398,334.29545133514529,341.4503822216758,351.0111114646129,351.97355555122999,365.81618076357637,368.68326898750462,372.37356859794238,378.34973576828673,399.23436331234956
Barker_MC_01376,11.34262307386828,12.765994950940277,14.725400322667463,17.335163990467315,23.498425867139925,28.192898441833531,29.847579660374421,33.156866768340031,34.201928619785029,35.637293828772414,37.364586110301836,40.051528872024726,41.789011181982495,43.7331505814319,47.031503397614721,55.187320539890955,58.680209689272537,71.379388741979128,73.328343770443198,77.106408567171641,83.958290575896257,87.119759628165198,90.29921552097224,98.883013925426695,106.33841531830276,111.2327030202667,112.77212678620855,128.88182081949816,135.39284276806603,138.99964676958004,160.98102602268006,165.03612282497406,165.11814346167557,169.01344508533796,171.86062457492815,175.97483578323747,177.51010356598957,178.15067640539129,189.50317489087348,193.24157318954329,199.05546956582862,200.49891884583107,215.88730635019326,228.16043750281625,228.24013445881906,243.17592981058479,246.89714787957951,249.73260622625662,251.84289616789735,260.13978132671218,266.0789620607535,318.00810601571186,333.9601716861888,345.03962332464141,350.01161342674669,351.11226845679602,365.96941278464027,368.77055990417773,371.67687837382931,378.48629384208817,398.99386012877954
Barker_MC_01377,11.402345552796826,12.561024053618828,14.474207266921848,17.287084803013894,23.584514865617564,27.886564245060026,29.601348638294336,32.757489829713165,34.277441387837172,35.904409732800623,37.753198866733882,39.62482651968255,41.90572101594929,44.063625313261355,47.009619106942893,56.076508737399735,59.599801758815111,72.085449600503864,72.640353287523212,77.222157674071582,83.806584866774912,87.652604625828914,90.189743771331592,100.6824215876027,105.57268850588027,111.26624316643395,111.31616434232093,130.36545149032773,136.26457734010282,137.81413356899938,160.22448704207454,164.25852705318033,166.59209950591443,168.7764854877552,172.46191435934807,176.95736649498124,178.65676987916981,179.08046709938384,187.92100207069399,190.92987737899455,200.24884507970418,202.41725211503893,216.3401246528083,226.53519743757855,227.82272146475017,242.59488558436001,247.50794783150374,249.69878353994977,251.38033364899638,258.67631193469498,264.98495461304788,317.29898894257087,336.88502151531594,345.70359502516158,349.88344659177244,351.80554819705372,367.54983652048981,368.79143197583602,373.10307337806796,378.82479121938053,400.61308591010385
Barker_MC_01378,11.483233780527337,13.013036842677728,14.809505102102579,16.619368946566041,24.065334076923605,28.154667230577832,30.160689814410681,32.74164609235239,34.361914003708584,35.583959872938841,37.215764266572528,38.929085013168368,41.316043874280986,43.780277593697207,48.058762495269669,55.928512652449719,58.842649898175274,71.607120821959427,72.936297689267818,76.192666719089573,83.616435587700877,87.039008178843986,90.053615705292771,100.40070469305273,105.91318641086298,110.48341219376643,112.796125480622,130.15487330037675,135.17080019849143,138.04438839965735,159.37772223450492,163.52417804169551,166.47106895623631,170.28728057206885,174.5462297034428,175.77669249014431,176.99999429287516,178.82445179696549,189.88753511989191,193.46075660736682,199.44671999342538,199.6572331655353,214.92567109399062,228.14272621976744,228.98761794237481,243.04425659508931,247.601144613272,249.82619310709589,251.98473697873959,259.03747879681572,264.47295749814776,317.04973124689946,338.02708621541711,340.81560253262978,351.04261235697845,352.30895059013392,367.5981026045107,369.9382748824512,373.70311424303662,378.89079782538295,400.39480853728946
Barker_MC_01379,11.24945228546005,12.929463543017368,14.814874771237694,17.013014829887737,23.533038849072764,28.406047323021795,29.781876770021459,32.795524728757613,33.409267596753487,35.522764972628153,36.950139412197686,40.025628727543946,42.252948854318475,43.218427408081268,47.799507833672408,55.221552449903569,59.628884777530992,71.87278885425664,72.881321622137065,77.090689107312926,83.867882548544983,86.979612254268403,91.097008334814177,100.4144579213186,105.03877473173615,108.19399958074827,111.7149799406627,128.3061164848921,136.78642245890217,140.50164788222372,161.29303783962393,164.91675986160581,165.93118453570628,170.57797542935435,174.27789215940314,175.1970961395966,178.38682018154523,180.09617550233213,190.94643949422667,193.09792615812856,199.55801056293907,202.32247021743581,215.55837664353746,228.3457211928251,228.62654400460173,241.75753605187245,246.59199939189142,249.99208266981603,251.38441218838662,259.31705516949694,265.10318536955214,317.24094807913633,335.03038942298332,341.95961041156437,350.70029371541824,351.53343814907095,367.28984583543769,368.543357357395,373.22665379372359,377.46241290152182,399.20190805275371
Barker_MC_01380,11.399438123999825,12.83523203581316,14.82423578917755,16.623561765488532,23.953935173244364,27.754322041597927,29.693517279656518,33.164079259800502,34.377025169020918,35.35040798672285,37.054389186290067,39.940267866398166,41.467345232329663,43.623980541760531,47.585493436305285,55.647912230623319,59.15490835726046,71.406978838190355,73.391051367781273,75.966843194703884,84.067581809592227,87.363226760138105,90.340448465674726,98.838288535442246,107.00929975740641,108.78996175340309,110.86793645821869,130.63713747014808,135.77350849047042,137.61984932329358,160.7243532831896,165.38592670815126,166.27899659716914,168.90931947159277,173.22926559122212,174.93524463637891,176.44925867933318,177.38041901671735,190.6504896825266,191.76041591962831,200.05118015434755,201.65497614148637,217.99453623517419,226.33364668429309,229.29716234553783,242.56068305997286,246.53646964303135,248.56718275948162,251.7828510183061,259.18461418943286,264.60284837756166,317.16719291869038,336.20686229855721,342.53975859689047,350.7035226472147,350.77767070341758,366.91215016574114,370.10857165714532,371.82857353830764,377.23851467802746,398.89418414752453
Barker_MC_01381,11.36062702325353,12.741260925092609,14.722541918345064,17.129956942828137,23.682248191591839,28.201413381319412,29.812889666595883,32.865251477703609,34.071544200943315,35.068923652901518,37.019260059890634,39.07291653080302,42.108661692368081,43.812754987778511,47.638570486138576,55.384792923894921,59.30790858282343,71.522003336574826,72.373585695776043,77.226424144041729,83.341787140973835,87.272147750837618,89.994188912549447,98.886262581754266,105.69291419938607,108.33432665764745,111.95868902631672,129.31149473943699,136.54339933870867,140.16623815539378,159.63487869459948,164.78111904946914,166.54270154234783,170.91328795393511,174.30214161356221,175.98356038215132,176.91518516962816,179.71916434246759,187.22869129396312,190.91043263118408,198.82940151994273,200.10580340374651,215.94743751947166,225.7137078171063,228.9960904938481,241.70586310971387,247.48980767779909,250.23451765624918,252.19962330154974,260.93667771798613,265.12058661062406,318.28476864457889,336.60551992534164,340.47987511122471,350.86964513189309,351.27424169082792,365.88919116378509,369.70971266503301,373.65664711860899,378.16192341075066,398.71218967619564
Barker_MC_01382,11.412860649669808,13.005108502997665,14.471564816741115,16.612433503746693,23.65929130164216,28.082560607585037,29.659647333467372,32.946196064885704,33.389688444353993,35.185738426669673,37.124873096822789,39.944265540332616,42.156539470943287,44.370495013580395,47.553396074371832,55.999057708450543,59.319093293381151,71.473342561892494,72.618037503131745,76.882964799129653,83.621724770588159,87.223986373056178,89.947675675600905,99.724410834197101,106.06949487121243,109.46653229088044,111.33999008991049,128.95789825872706,137.21387099054377,138.98586163518965,160.60190478767464,163.67897382052578,165.345095827618,168.20288671624459,173.47408370117779,177.43733017335873,178.20904088794302,180.04859661638631,187.0956218666777,192.95417910249682,198.68064752940171,202.31860926499681,217.41348641524499,225.57609326741374,228.79191555244279,242.57983924584789,246.56014664861209,249.54509103006279,252.03539641819026,259.73393852540329,264.68408964923043,317.76977193023157,335.97653504989614,342.172676834752,350.420614538986,351.29245094847585,366.51537339700656,369.94378079968885,373.9347742071472,377.54576577123765,401.11625650736028
Barker_MC_01383,11.363685848135168,12.816474924684472,14.625623708026685,16.877594548478097,23.768955643857268,28.116666879332428,29.778074033566472,32.820726529126318,33.767612589137507,35.409139517116017,37.947069576512462,39.963062709835008,41.546333016378703,44.028659274166934,47.9426255287893,55.997545589029237,58.860390138415518,71.367299631451147,73.541153368472521,76.983922734390916,84.465734802696375,87.814940815229548,91.217294543874843,99.548945267090687,106.7471465162627,110.53102174444921,112.10546226259788,128.65146792834156,136.58044166562945,138.98623225083682,161.58190689119428,163.75912016259414,164.04174455048084,170.81554633173721,173.76421385433292,177.79344305129666,178.01849268945745,178.36942916670753,190.06119443626432,192.96310129494083,197.2748002354862,199.50750322140644,218.81063837224133,226.6972914813218,228.1881022356292,242.75511094465173,246.34284865583678,248.78676424084799,252.31187309478722,260.24966499756323,264.01380182100269,318.03481103800374,336.34038385108869,344.50102762249918,350.65436723551522,351.10827686793129,365.86514741062842,369.58446754203391,373.71763198669362,378.91856462167675,399.52054294371266
Barker_MC_01384,11.409195237531623,12.776596455024439,14.644162800862533,17.182367831802811,24.149136188660943,27.646509523489975,30.180802335134885,32.914845467888895,34.449296850061245,35.37141272802895,37.068565629014671,40.295767316977816,42.025391698498773,43.608056371822954,47.861716224291747,55.383242760818227,59.813372162970182,71.639415511606131,72.850729107299955,76.567861036302844,83.168761234291566,88.028851583258515,91.042043673878339,100.17800686426909,105.68331765007029,108.23835669694722,111.62307564680233,129.01875156792107,135.00352041876693,139.99326393821943,161.38490937599059,163.45584769607839,164.68144478590875,171.25640060522676,173.5124741259032,176.12761835554679,176.72824450746432,179.31018784993043,188.96065426642858,193.12262923900855,201.24428766871046,202.2721137257507,218.18862508383631,226.28434214005199,228.37689862604253,242.95255647072025,246.61875498560158,249.16733131934743,251.46359129851487,258.94833144294535,263.17537503218881,317.86458067234952,334.0579931897131,344.10128579812431,350.99750083203429,351.63118386462628,366.51020863456256,370.10352741597188,372.34577723996273,378.95051635453979,401.12309221121853
Barker_MC_01385,11.235461243656264,12.697956071075469,14.670873460159676,17.060031399884558,23.545186930643975,27.599174068084785,29.714081332510652,32.546358375505072,33.862647453187719,35.862400748752151,37.544203319857118,38.845965962701158,41.692790564718528,43.74014589944224,47.416888415191522,55.88939560359087,59.869622195928045,71.86028723710325,73.004897722415251,76.983403186921194,84.566428322392497,86.917602574598618,90.718147325227349,100.96797405270355,106.54837382453685,110.61953638912708,111.25324616090319,128.30766525945907,136.42209599627859,140.06685971353065,161.1615906690966,164.50589467558686,165.91070128687539,171.19906563932224,174.71972728590617,176.12191643715741,178.3016087879806,179.22714733583649,187.30395502177043,190.66624826231492,198.09713828339019,199.76614819457342,215.85206929951175,226.04379766975055,229.08332439262188,241.99682326937477,246.24004604667607,248.95885070247351,251.66000262441608,257.92098743105441,262.74286261944002,317.22804889302415,334.74771257556205,342.8973583321598,350.15905949761208,351.95591150441078,366.97107841846707,369.88023059594622,372.04671469754891,377.23596565125843,399.43504330530789
Barker_MC_01386,11.475071934331163,12.637601647068834,14.700101229952134,16.886243125360423,24.014216410609826,27.708371377770384,29.821379882763342,33.206582059996634,34.456785048308305,35.010642274912769,37.266199532260828,39.479304287844585,41.079134528178336,43.254673040288353,47.866783085238623,55.206625016520739,59.053063893089728,71.436104100058984,73.063997519042147,76.347784531243278,83.560961490689508,86.905408318516905,90.082317685977898,99.902766150856436,106.80085018560214,109.19510610250049,110.28832932576424,130.61854480108576,135.51290453173002,138.77564178825151,160.53451043851527,165.28931788310908,165.44529099659445,170.87970399549482,173.27302112853184,174.90255313797908,176.41078264738778,177.76485647444758,187.49084126469126,189.80020263717967,199.15393935765672,202.2318211775509,217.28703476388159,226.17790406127475,228.97967367664964,242.10644066205217,247.67424406858257,249.2033802679982,252.14875722305655,259.6500850232577,263.4227237267703,317.03531159092705,337.43251054859127,340.50063293086009,349.6423639997318,351.14729565610537,367.42694849950601,368.54265700363783,372.16353187980332,379.01591963859192,400.93475127361671
Barker_MC_01387,11.459029354433307,12.936419853863907,14.594871326994486,17.046493407797247,23.482171139396794,27.935070909300308,30.006827583285283,33.347306532889242,34.131331270761926,35.270253335189146,37.569150112290927,39.267937592642788,41.011445808735139,43.202658232594622,48.090564434009252,55.726884506440804,58.751986635010198,71.305891289833056,73.450432428123378,76.969315566851691,82.363141237192266,87.166929010304699,91.036197230736946,99.646454606130376,106.40684633469142,109.6543354538022,110.39124542001552,130.27782068123605,137.3959104683945,137.55021215300056,161.53353132313597,165.24004306741284,166.03942487698978,170.53350355094071,172.03975687809321,175.37335120468936,177.28114159442327,178.51806015515629,188.54771326104503,189.78276356307978,199.89277325716046,200.45860951699123,218.3133972281031,228.32169874888572,228.6729581516565,242.79271779808275,247.35148009549457,248.99971328612921,251.55656254805066,260.68325776811321,265.702214386023,318.02432803243011,334.17867178613511,345.75174820474876,350.47124089631654,351.05313054932492,366.00168385927373,370.48680815596168,373.96570503292332,378.69560617368194,399.22468507377988
Barker_MC_01388,11.351967118600259,12.742041528640035,14.741119202353195,16.669775705767659,23.845490951531403,28.246148097079224,30.113359717460909,33.310691843972968,34.353522322699746,35.772362953329328,37.80825120371626,38.837660278595514,42.307056013227431,43.09804218077052,47.182281440506941,55.529634566263226,59.59955747239372,72.110277623172124,72.679290086222252,76.362220361757124,84.169439543158603,87.593315715670485,90.574507422147903,100.05510772537653,105.74238842786828,108.38539408289252,112.85360128382581,130.94236336833308,136.73279460315098,139.24388248476512,160.48986032620959,163.67773871313705,166.23257423240466,168.89017632040282,174.52825278682462,174.56893150514333,176.73078542151762,179.5592078559846,192.69271115998757,193.82660918764205,200.38387973091906,200.90157724102556,217.96556597062391,226.59187181393551,228.20151612755339,243.39055980992899,246.9970501614863,248.25144442765406,252.07107150423681,259.43433255965175,265.52520479056079,318.02041480230702,334.62479401979965,344.08432564946975,349.81013263061584,351.33017723869443,367.50444735237949,370.31745268558115,372.18275014671445,377.47870280570601,400.34259027339846
Barker_MC_01389,11.222842070982264,12.924487776844451,14.519078021563159,17.26547640002633,23.848063971271781,27.987024738340494,29.867372274297278,33.158676711499155,33.407464985115524,34.856158280543269,37.588411160858584,39.647229346520241,41.263904607979178,43.743882945566639,47.913797409981726,56.067073965724518,59.604998704576978,71.44763473886178,73.571386493061723,76.848116032664336,83.27225297011185,87.266822829819247,90.970479590138623,100.12352656967231,105.99946473343448,109.23154266782871,110.29957204360824,129.64299995160198,134.78027638117459,138.49868115702807,161.85854273148774,164.02384436825309,165.61774989332483,171.24835777390356,171.82878665123286,174.80645660631367,177.84033749043797,178.5729878264014,189.96189623876492,193.16296213448462,200.92810066571465,201.94748044473386,218.32549539197319,226.72898657974267,229.13765884942819,242.94412843386766,247.28403432858178,247.99822793308985,251.76056788716602,260.60509692982322,265.05359923948282,317.06697148496539,335.92620460716682,340.44817952205074,350.645422112701,352.28944878227793,366.35931428975186,368.76983274420672,372.5239476915076,377.37061104664645,400.93823439114652
Barker_MC_01390,11.380755032988167,12.71612022188758,14.583559006505155,16.890164816330312,23.868598179772654,27.885957455612118,29.803142827127672,33.220661608505623,33.52023905768695,36.038676528403606,37.046243372067202,39.539937174998805,41.720338873734924,43.192900173922155,48.164222295398453,56.061141144712145,58.710674834836801,72.06623797076,73.293814115090925,76.60655830828027,82.815319517895972,87.8219195951839,90.664725987541615,99.470234628774179,106.95312428796782,110.07109041276364,110.20088162774474,130.16903711987837,135.64756513661027,140.45333866910036,160.8834968968805,162.97653551146502,164.16170893181268,170.97263517628133,173.22797404193329,175.00049989284148,176.49473248469741,178.49533571732255,187.35840593937269,191.70616530093048,198.7989151506209,202.69450446604688,215.98436482171468,225.82441748011277,229.19586229940035,241.99746309909722,246.17297523024843,249.06909031924621,251.56059249940904,258.92938814297258,264.56666041075681,316.95966828955284,334.94380173087342,343.01881302365723,350.4695429867777,350.89293251582546,365.87161998434988,369.24632676157779,372.00307210912734,378.66084657513801,399.55022566436924
