realization_id,age_ka_bp__GS-1,age_ka_bp__GI-1,age_ka_bp__GS-2.1,age_ka_bp__GI-2.1,age_ka_bp__GS-2.2,age_ka_bp__GI-2.2,age_ka_bp__GS-3,age_ka_bp__GI-3,age_ka_bp__GS-4,age_ka_bp__GI-4,age_ka_bp__GS-5.1,age_ka_bp__GI-5.1,age_ka_bp__GS-5.2,age_ka_bp__GI-5.2,age_ka_bp__GS-6,age_ka_bp__GI-6,age_ka_bp__GS-7,age_ka_bp__GI-7,age_ka_bp__GS-8,age_ka_bp__GI-8,age_ka_bp__GS-9,age_ka_bp__GI-9,age_ka_bp__GS-10,age_ka_bp__GI-10,age_ka_bp__GS-11,age_ka_bp__GI-11,age_ka_bp__GS-12,age_ka_bp__GI-12,age_ka_bp__GS-13,age_ka_bp__GI-13,age_ka_bp__GS-14,age_ka_bp__GI-14,age_ka_bp__GS-15.1,age_ka_bp__GI-15.1,age_ka_bp__GS-15.2,age_ka_bp__GI-15.2,age_ka_bp__GS-16.1,age_ka_bp__GI-16.1,age_ka_bp__GS-16.2,age_ka_bp__GI-16.2,age_ka_bp__GS-17.1,age_ka_bp__GI-17.1,age_ka_bp__GS-17.2,age_ka_bp__GI-17.2,age_ka_bp__GS-18,age_ka_bp__GI-18,age_ka_bp__GS-19.1,age_ka_bp__GI-19.1,age_ka_bp__GS-19.2,age_ka_bp__GI-19.2,age_ka_bp__GS-20,age_ka_bp__GI-20,age_ka_bp__GS-21.1,age_ka_bp__GI-21.1,age_ka_bp__GS-21.2,age_ka_bp__GI-21.2,age_ka_bp__GS-22,age_ka_bp__GI-22,age_ka_bp__GS-23.1,age_ka_bp__GI-23.1,age_ka_bp__GS-23.2,age_ka_bp__GI-23.2,age_ka_bp__GS-24.1,age_ka_bp__GI-24.1,age_ka_bp__GS-24.2,age_ka_bp__GI-24.2,age_ka_bp__GS-25,age_ka_bp__GI-25,age_ka_bp__GS-26
NGRIP_04436,12.930748,14.807466,23.068815,23.201152,23.428670,23.533051,27.812026,28.079303,28.900131,29.281674,31.103788,31.236618,32.825451,33.335784,34.427890,34.798514,36.092535,36.784826,37.874079,39.498888,41.216389,41.479397,42.202513,42.914118,43.794806,45.076900,46.124201,48.977197,50.542726,51.533858,51.716723,56.948787,57.735933,57.812344,58.265385,58.704199,59.581486,61.394511,61.494688,61.654937,61.948194,62.591392,62.807587,62.990938,67.374621,67.604079,73.063025,73.307225,73.829560,75.990253,77.632244,79.852432,81.127506,87.544372,87.712552,87.797813,90.318471,92.685993,92.765743,106.672654,107.058095,107.140840,108.070089,109.165155,109.356987,110.533170,112.863742,117.998164,121.495704
NGRIP_04437,12.804486,14.572908,22.610957,22.733050,22.956601,23.010925,26.868297,27.038470,27.785862,28.031067,29.645224,29.933975,31.110086,31.515989,32.403053,32.827993,33.868847,34.549571,35.553673,37.073769,38.568488,38.844931,39.491025,40.208439,41.019094,42.198207,43.160025,46.159562,47.898380,49.057330,49.319389,54.492210,55.262800,55.385419,55.727231,56.013268,56.644005,57.807377,57.973127,58.032178,58.236526,58.698067,58.885048,58.971055,61.724407,61.871075,66.449951,66.562799,67.411370,68.889631,70.450044,72.787735,74.300946,82.645400,82.913240,83.025617,85.463279,87.966689,88.022361,100.611154,100.893224,101.027216,101.976564,103.356895,103.540075,105.061868,107.640184,112.262691,116.419231
NGRIP_04438,12.829655,14.587010,23.128850,23.279104,23.481178,23.586685,27.915212,28.148004,28.995403,29.280548,31.020920,31.315088,32.535635,33.008856,33.913133,34.310987,35.369738,36.001443,36.907291,38.439014,39.973709,40.188779,40.916731,41.621569,42.514997,43.729096,44.714723,47.663759,49.291547,50.340710,50.648359,55.358152,55.990869,56.079426,56.495777,56.920382,57.652423,59.231868,59.390669,59.487964,59.779296,60.315584,60.541260,60.680718,65.230210,65.488430,70.463037,70.711571,71.570781,73.667927,75.630297,77.898970,79.046364,85.549902,85.729069,85.790869,88.066642,90.264007,90.367391,103.300847,103.634400,103.822858,104.770054,106.130388,106.188317,107.644546,109.930681,114.003598,117.967147
NGRIP_04439,12.841316,14.633590,23.013553,23.184260,23.392560,23.468717,27.909066,28.051285,28.952022,29.261021,31.017440,31.085098,32.430230,32.802798,33.646679,33.997262,34.993950,35.706033,36.861787,38.479875,40.200068,40.558457,41.265693,41.906970,42.675397,43.797355,44.781276,47.188710,48.629272,49.415018,49.763173,54.287669,54.939026,55.055813,55.476573,55.831621,56.612945,58.049299,58.173889,58.310701,58.490588,59.067928,59.280845,59.481402,63.669094,63.952942,70.091907,70.299158,71.127450,72.429533,73.674539,75.686020,76.775065,83.641155,83.789239,83.919651,86.688336,89.383666,89.470208,106.026655,106.266201,106.426287,107.455753,109.194088,109.344313,111.169482,114.081464,118.438463,122.164617
NGRIP_04440,12.845235,14.670569,22.758290,22.883961,23.101610,23.210188,27.692924,27.925163,28.801421,29.081606,30.939710,31.149718,32.292260,32.814164,33.625320,34.052124,35.094257,35.699694,36.594361,38.091531,39.527677,39.643392,40.115034,40.627955,41.207809,42.065463,42.769013,45.043780,46.472302,47.306795,47.545488,52.075949,52.758997,52.864654,53.204110,53.594766,54.187055,55.607252,55.756390,55.830845,56.126530,56.582027,56.781383,56.888331,61.111039,61.365338,66.676454,66.885028,67.651591,69.567465,71.303077,73.332186,74.361421,80.778246,80.956000,81.095761,83.310360,85.469481,85.559999,98.515512,98.855916,98.936731,99.801669,101.020759,101.111847,102.416488,104.802205,110.638748,114.102806
NGRIP_04441,12.843143,14.657869,22.629834,22.703412,22.925659,23.003306,27.149747,27.304121,28.074687,28.320382,29.883319,30.191932,31.105670,31.547451,32.217281,32.598821,33.406404,34.064540,35.237604,36.699563,38.380730,38.653362,39.265704,39.960522,40.797940,41.926010,42.911121,45.678112,47.313232,48.327657,48.849261,52.682246,53.250572,53.339476,53.778212,54.214843,55.028220,56.628898,56.787128,56.858922,57.291720,57.749413,58.029648,58.130212,62.324271,62.602567,67.943619,68.179875,68.748108,70.962385,72.778271,75.035729,76.325407,83.247825,83.454288,83.580945,85.607314,87.833653,87.865862,102.886827,103.247375,103.418803,104.306656,105.461842,105.673298,106.849689,108.895286,112.771847,116.218533
NGRIP_04442,12.877587,14.658504,22.509582,22.634216,22.815836,22.914046,27.003025,27.234803,28.076500,28.412466,30.063472,30.390833,31.596247,31.995249,32.844264,33.238351,34.284095,34.994606,36.191562,37.896483,39.585122,39.939231,40.617553,41.281306,42.176016,43.228262,44.194426,46.615408,48.001032,48.784633,49.137498,53.648365,54.382458,54.407082,54.799124,55.139835,55.854863,57.187862,57.253685,57.366247,57.721138,58.090998,58.272381,58.400526,62.054559,62.281744,67.174091,67.392008,67.906924,70.350762,72.187858,74.967001,76.448917,84.162573,84.330883,84.456558,87.089040,89.640338,89.733368,103.555447,103.916934,104.020116,104.923590,106.242900,106.441162,107.900238,110.442358,115.954189,120.149929
NGRIP_04443,12.789095,14.541114,22.726275,22.815737,22.966735,23.138994,27.431124,27.741811,28.610429,28.918665,30.690557,30.944504,32.147997,32.610635,33.459457,33.883796,34.959710,35.691231,36.997764,38.811930,40.713666,41.032276,41.661690,42.472063,43.316566,44.526355,45.612340,47.892243,49.168773,49.880476,50.040479,54.049664,54.637735,54.769566,55.191460,55.625089,56.406804,58.049689,58.169634,58.329671,58.601109,59.140715,59.423911,59.500369,63.773122,64.005943,69.161494,69.516226,70.347556,71.829928,73.261026,75.444991,76.830507,82.909250,83.070235,83.163433,86.041392,88.782280,88.980006,102.880028,103.289599,103.350255,104.299244,105.686551,105.852634,107.288929,109.665786,113.897098,117.272628
NGRIP_04444,12.859480,14.637358,22.473875,22.602858,22.764644,22.938968,26.778990,26.992614,27.749596,28.004773,29.600904,29.760168,30.877434,31.381711,32.227516,32.642175,33.570013,34.339542,35.406265,37.163794,38.871201,39.129698,39.805631,40.532748,41.249053,42.445433,43.495561,46.096433,47.656351,48.539937,48.815029,54.270048,55.035079,55.171254,55.597501,55.917821,56.616349,58.173448,58.260470,58.363970,58.642625,59.159292,59.390724,59.517175,63.058720,63.265592,68.009065,68.187103,69.019698,71.106936,72.973647,74.972851,75.900810,82.607170,82.781178,82.887667,85.417492,87.799498,87.884105,99.998288,100.244988,100.334705,101.089032,102.359710,102.482427,103.864132,106.190535,110.776092,113.990759
NGRIP_04445,12.874178,14.744648,22.777262,22.874174,23.060947,23.199695,27.262302,27.481140,28.253426,28.534495,30.184251,30.442525,31.664849,32.046123,32.869723,33.283290,34.239957,34.996423,36.140831,37.796491,39.467807,39.732622,40.210890,40.919721,41.585241,42.604952,43.475836,46.113573,47.612763,48.696243,48.951631,54.549505,55.377602,55.539342,55.933855,56.441352,57.263063,58.919558,59.018749,59.179034,59.501425,60.094209,60.300588,60.469587,64.887792,65.133951,69.151637,69.334477,70.038467,71.708813,73.298545,75.526097,76.920850,84.161277,84.337961,84.448359,86.931905,89.307412,89.321406,101.636350,101.859316,101.910704,102.775835,104.282802,104.453909,106.030645,108.575392,113.080872,116.244742
NGRIP_04446,12.898560,14.756806,22.647288,22.778049,22.954447,23.093441,27.382096,27.636390,28.429646,28.807339,30.584256,30.873325,32.092227,32.680217,33.724567,34.071941,35.148060,36.050683,37.276507,39.201560,41.094268,41.374309,41.995528,42.512584,43.201513,44.227591,44.975054,47.898551,49.660057,50.806484,51.182744,55.130661,55.718645,55.830537,56.340411,56.800355,57.645248,59.503544,59.629063,59.787118,60.177007,60.772948,61.040632,61.194043,66.736702,67.042603,72.310398,72.476205,73.234685,75.158885,76.862720,79.159743,80.405223,86.587275,86.753095,86.833811,89.253003,91.651653,91.770087,105.167380,105.520017,105.588677,106.707285,108.316678,108.457796,110.232420,113.075336,117.641503,121.417366
NGRIP_04447,12.885750,14.661971,22.786348,22.889229,23.094208,23.179433,27.084871,27.269824,27.985002,28.273294,29.870222,30.084410,31.347103,31.862779,32.737073,33.173634,34.206163,34.987854,36.119827,37.757510,39.469792,39.772132,40.426050,41.209426,42.110885,43.348754,44.424470,47.212759,48.741012,49.831048,50.366024,54.491917,55.082511,55.190158,55.581205,56.041490,56.735413,58.414403,58.521267,58.660887,58.921216,59.485086,59.722804,59.844912,63.716991,63.995938,68.754000,68.884726,69.408648,71.662678,73.454264,75.862085,77.146808,84.015267,84.191697,84.266636,86.938568,89.448973,89.509565,104.265329,104.771697,104.935126,105.923667,107.178614,107.359767,108.586269,110.983967,116.165277,119.502348
NGRIP_04448,12.779419,14.539946,22.956284,23.037917,23.285814,23.400751,27.415843,27.669029,28.462621,28.719058,30.328803,30.525677,31.615558,32.080630,32.935276,33.181904,34.209305,34.707078,35.541473,36.948091,38.248338,38.531374,39.165768,39.734114,40.489262,41.510265,42.338644,44.776933,46.171080,46.995481,47.348171,52.048946,52.735752,52.852944,53.306698,53.806612,54.590619,56.377522,56.537135,56.683469,56.987040,57.626745,57.833558,58.047635,62.178022,62.396780,67.028175,67.243976,67.926334,69.605450,71.194207,73.439109,74.631541,82.599386,82.812831,82.889138,85.231770,87.452646,87.553218,103.186598,103.529165,103.653861,104.523511,105.707356,105.817447,106.982254,109.175499,113.711097,116.690976
NGRIP_04449,12.830454,14.637002,22.824097,22.926491,23.129131,23.257937,27.460195,27.765336,28.587580,28.904868,30.662803,30.889515,32.081566,32.506218,33.391781,33.699211,34.725708,35.494574,36.741973,38.477135,40.373671,40.526836,41.086797,41.552642,42.089160,43.057692,43.792056,46.270201,47.885386,48.788227,49.410934,53.352855,53.994361,54.062004,54.409000,54.773456,55.415194,56.739293,56.869213,57.011703,57.274274,57.672890,57.909823,58.028486,62.487614,62.749317,68.772036,69.004073,69.945344,71.899363,73.637945,76.017443,77.294207,83.981279,84.189858,84.283184,86.736428,89.187965,89.223845,102.991812,103.306968,103.408713,104.398613,105.958426,106.240256,107.882602,110.632757,116.002892,119.892233
NGRIP_04450,12.818809,14.596149,22.993016,23.088933,23.322421,23.394499,28.024962,28.280486,29.141070,29.470399,31.252931,31.564026,32.922787,33.402929,34.355145,34.766135,35.896886,36.585426,37.644713,39.241555,40.863158,41.068207,41.678934,42.301229,43.045022,44.088106,44.914541,47.642300,49.170304,50.285020,50.637011,54.811893,55.377536,55.483290,55.876269,56.204985,56.824897,58.253164,58.360579,58.445804,58.878739,59.253109,59.382599,59.565092,64.573973,64.837950,70.554913,70.858247,71.654884,73.470224,75.096012,77.589493,79.076835,86.632012,86.882769,86.959731,89.570883,92.093144,92.198044,104.905843,105.193442,105.303786,106.102730,107.389290,107.506775,108.824052,111.001643,114.978169,119.018853
NGRIP_04451,12.796782,14.610602,23.261953,23.362882,23.568328,23.708586,27.952256,28.198353,28.967809,29.320856,30.861170,30.981547,32.018197,32.412585,33.083854,33.390135,34.312327,34.958867,36.192712,38.177024,40.147972,40.453707,41.115933,41.904457,42.701629,43.978959,44.995326,47.826226,49.643764,50.513865,50.714695,56.204995,57.038440,57.204713,57.543498,57.910693,58.500575,59.866421,59.997181,60.082332,60.417128,60.799391,61.030978,61.155954,65.127305,65.327056,69.664291,69.813047,70.384866,72.640624,74.521340,76.839870,78.093590,85.282045,85.498107,85.576685,87.907070,90.299839,90.421304,104.627928,105.017566,105.163427,105.929021,106.822597,106.948666,107.821019,109.520021,113.204971,116.674790
NGRIP_04452,12.904488,14.709555,23.083426,23.145068,23.386570,23.460793,27.848332,28.084448,28.927096,29.269942,31.006587,31.197641,32.348789,32.768367,33.601158,33.965903,34.980551,35.573968,36.667771,38.202386,39.773238,40.038863,40.618569,41.098822,41.780535,42.601239,43.423104,45.710055,47.078713,47.965114,48.264323,53.015789,53.732662,53.881856,54.228980,54.630387,55.413220,57.005840,57.178758,57.287424,57.552604,58.132710,58.308004,58.486652,62.118201,62.329592,68.189926,68.426847,69.390175,71.550768,73.602008,76.107253,77.442749,85.113865,85.354698,85.451031,88.372551,91.004088,91.172934,104.361053,104.628251,104.673921,105.469199,106.924976,107.122457,108.610308,111.244511,116.529085,120.656282
NGRIP_04453,12.750483,14.551560,22.354100,22.472998,22.667702,22.821447,26.951891,27.158976,28.020332,28.302462,30.059309,30.270177,31.489082,32.022178,32.806242,33.272180,34.226714,35.013808,36.120838,37.808862,39.474791,39.771439,40.412056,41.062317,41.794823,42.886226,43.847015,46.542049,48.186382,49.139228,49.444160,54.130809,54.767048,54.887091,55.198038,55.564518,56.164338,57.501683,57.622157,57.688683,58.003831,58.382746,58.583793,58.720442,63.181128,63.449775,69.351160,69.531142,69.817330,72.278010,73.953815,76.877341,78.713743,86.299052,86.526483,86.581173,88.929532,91.105948,91.233075,104.909825,105.284441,105.424345,106.280037,107.418003,107.531190,108.664264,110.711356,114.847587,118.210602
NGRIP_04454,12.959286,14.837780,23.338664,23.440540,23.670014,23.800720,28.137889,28.347053,29.188630,29.511413,31.334727,31.497055,32.675138,33.139363,33.983377,34.357583,35.373125,36.075287,37.028841,38.486267,39.970073,40.261094,41.009218,41.626055,42.433015,43.564895,44.632750,47.144512,48.705828,49.542064,49.869943,54.490155,55.153819,55.285047,55.612211,55.952068,56.597427,57.967157,58.113845,58.190225,58.455875,58.920341,59.114518,59.276465,64.445211,64.819962,70.289355,70.556155,71.513012,73.521871,75.485291,77.689524,78.901425,84.722725,84.867709,84.908883,87.462040,89.918323,89.981254,104.501339,104.980537,105.199635,106.218010,107.203231,107.384071,108.506247,110.424081,114.633258,118.745910
NGRIP_04455,12.883482,14.691287,23.090296,23.219824,23.437317,23.552726,27.879336,28.123372,28.931642,29.213945,30.903532,31.057251,32.206282,32.622119,33.414525,33.763581,34.697217,35.445148,36.544782,38.105440,39.662320,39.982975,40.520680,41.107677,41.744127,42.654044,43.412306,46.179011,47.923578,48.968283,49.183176,53.798932,54.450010,54.483928,54.852485,55.234467,55.825202,57.132907,57.221490,57.305363,57.556514,58.014389,58.181301,58.346749,63.394070,63.708324,69.861644,70.136413,70.755558,73.172390,75.201232,77.603034,78.826310,85.883566,86.052290,86.162959,88.463386,90.769641,90.892217,106.297843,106.676691,106.823474,107.879061,109.160381,109.365499,110.796766,113.026298,116.688078,120.267751
NGRIP_04456,12.892890,14.696909,23.061233,23.186954,23.435649,23.561863,28.146075,28.424702,29.311666,29.663105,31.487609,31.807026,32.933979,33.406981,34.248639,34.730135,35.764646,36.506203,37.633739,39.348172,41.065131,41.294860,41.967897,42.580026,43.367799,44.351822,45.225648,47.594405,49.052188,49.822012,50.078071,54.425657,55.107470,55.178234,55.619534,56.069765,56.817541,58.463664,58.559478,58.695279,59.055560,59.541069,59.853642,59.991767,64.821570,65.100069,70.199024,70.448082,70.913962,72.941388,74.524155,76.725228,77.989610,85.506057,85.715795,85.826020,88.500495,90.937954,91.108919,106.233035,106.664867,106.851838,107.975544,109.681761,109.805163,111.523781,114.240752,117.845322,121.562008
NGRIP_04457,12.828236,14.606557,22.353954,22.492594,22.630996,22.782947,26.480074,26.749929,27.475421,27.748117,29.303335,29.519732,30.897893,31.342648,32.130237,32.613421,33.621983,34.353535,35.396351,36.826431,38.392689,38.560059,39.123139,39.628042,40.418789,41.315068,42.085846,44.745008,46.258488,47.230072,47.655763,51.882406,52.520590,52.595719,53.070575,53.601739,54.464758,56.405189,56.547879,56.682583,57.078416,57.697088,57.976756,58.139245,62.437705,62.658144,67.614088,67.764143,68.301848,70.176938,71.713337,74.153315,75.622610,82.266332,82.453286,82.517948,84.913364,87.313718,87.511373,100.805788,101.200995,101.354035,102.300570,103.754098,103.897027,105.408661,107.887452,112.832544,116.322111
NGRIP_04458,12.808130,14.608786,22.857581,22.999346,23.195405,23.299146,27.379353,27.597575,28.399293,28.651492,30.217849,30.514202,31.821431,32.311016,33.084037,33.530118,34.485681,35.242078,36.199345,37.799841,39.281356,39.526145,40.112259,40.823334,41.563348,42.708928,43.639829,46.338019,47.993569,48.937994,49.343020,54.476990,55.297635,55.388266,55.777114,56.136250,56.688444,58.253866,58.340860,58.464751,58.715627,59.192599,59.423486,59.554733,64.632888,64.915858,69.838795,70.148954,71.281917,73.002206,74.837303,76.911159,77.889781,85.108853,85.369693,85.479722,87.557980,89.664212,89.868183,103.484850,103.756764,103.849367,104.684936,106.151666,106.258809,107.801879,110.352095,115.248983,118.520125
NGRIP_04459,12.766578,14.500648,22.827070,22.911442,23.153950,23.280912,27.369257,27.539378,28.323487,28.617099,30.355828,30.609970,31.971568,32.474921,33.446334,33.839856,34.896790,35.711737,36.713425,38.456352,40.172555,40.345478,40.972847,41.692189,42.627645,43.680126,44.567042,47.093330,48.367658,49.276583,49.509581,54.609431,55.391803,55.482627,55.872494,56.286660,56.993348,58.537447,58.627545,58.776232,59.125754,59.622362,59.803894,59.954495,64.840270,65.149751,70.306442,70.620115,71.155643,73.461884,75.280372,77.433949,78.619873,84.800676,84.941843,85.081976,87.836997,90.561167,90.625821,104.192722,104.431807,104.571406,105.348488,106.835347,106.898894,108.405827,110.946614,116.092603,120.221485
NGRIP_04460,12.834655,14.573733,23.114199,23.254567,23.462380,23.556299,27.911175,28.230769,29.119714,29.418539,31.234070,31.468051,32.678475,33.177889,34.109504,34.468582,35.562076,36.316196,37.599356,39.519940,41.475648,41.780491,42.454281,43.095971,43.766871,44.992556,45.902228,48.323469,49.753797,50.505513,50.770558,55.368233,56.044175,56.163799,56.565393,57.074382,57.864878,59.625332,59.789930,59.880175,60.226514,60.793385,61.064235,61.208545,65.485041,65.745810,70.397832,70.572550,71.363571,73.474459,75.652480,78.283665,79.846449,86.625093,86.810606,86.871961,88.940905,91.112447,91.162897,106.951336,107.328666,107.500691,108.469613,109.783002,110.009752,111.336130,113.775353,118.628087,122.402484
NGRIP_04461,12.737767,14.456873,22.562159,22.673615,22.887479,23.025146,27.027802,27.263232,28.014582,28.298618,29.919519,30.045392,31.276339,31.660951,32.369772,32.792100,33.689153,34.414229,35.601833,37.327333,39.017742,39.388452,39.917024,40.639613,41.498396,42.462995,43.349445,45.963338,47.498462,48.479774,48.831319,53.028289,53.670148,53.766044,54.127120,54.530578,55.145097,56.513349,56.662779,56.743591,56.995512,57.512827,57.686115,57.791947,62.529829,62.839100,67.961314,68.153034,68.797713,70.983072,72.918560,75.654756,77.278914,84.664192,84.801559,84.942018,87.755764,90.464437,90.525528,104.093060,104.457951,104.595658,105.518040,106.616587,106.818605,108.006574,110.086939,114.693350,117.286317
NGRIP_04462,12.896708,14.704400,22.913512,23.045886,23.276148,23.383256,27.752741,27.945716,28.773996,29.032513,30.754015,30.919459,32.149558,32.542184,33.302258,33.667373,34.741138,35.386598,36.459035,38.101666,39.694142,40.083686,40.826888,41.550134,42.473694,43.725292,44.903537,47.353501,48.596038,49.556949,49.889134,54.904339,55.663863,55.759026,56.180449,56.643213,57.371760,59.032879,59.084184,59.282272,59.579691,60.082484,60.386466,60.488791,65.053915,65.337402,71.009874,71.318763,71.876190,74.080737,75.864401,78.297148,79.669065,85.980116,86.149916,86.231233,88.416855,90.422020,90.496920,104.119433,104.472849,104.587707,105.375174,106.454849,106.546172,107.573879,109.746471,115.535453,119.113407
NGRIP_04463,12.811204,14.586054,23.032203,23.154611,23.389237,23.460831,27.614997,27.774974,28.581171,28.842089,30.596513,30.932326,32.413295,32.882587,33.835707,34.346739,35.530827,36.357291,37.550088,39.157418,40.909153,41.125981,41.792570,42.494608,43.223688,44.454957,45.360430,48.157261,49.838327,50.796019,51.384830,56.002783,56.744612,56.787109,57.177304,57.544848,58.125066,59.497018,59.641008,59.736020,59.964359,60.413965,60.607441,60.780915,65.193342,65.455868,70.244574,70.455739,70.836580,72.625535,74.025594,76.045543,77.234970,84.396227,84.601601,84.712032,87.211644,89.667594,89.774029,103.919854,104.199341,104.287455,105.249106,106.774475,106.906491,108.535116,111.027554,114.487065,118.146241
NGRIP_04464,12.798227,14.589862,23.023963,23.187289,23.371805,23.488000,28.008088,28.191154,29.075626,29.392622,31.341195,31.563022,32.916888,33.418237,34.359631,34.766372,35.875550,36.697799,37.864282,39.726298,41.466762,41.772730,42.379479,42.942316,43.704200,44.626823,45.432377,47.952509,49.432622,50.308876,50.567771,54.914069,55.521130,55.618647,55.946820,56.365941,56.983842,58.298491,58.386575,58.459795,58.763138,59.159393,59.420634,59.523331,63.127844,63.300438,68.067909,68.274160,68.952566,70.832171,72.505232,74.839616,76.139211,84.157354,84.421346,84.488161,86.918935,89.344098,89.503709,103.354466,103.714261,103.857792,104.718321,105.832986,105.951323,107.109234,109.180987,113.670657,117.421244
NGRIP_04465,12.829387,14.617627,23.099789,23.230321,23.442872,23.552530,27.796722,28.007437,28.796366,29.112431,30.851962,30.983513,32.247138,32.741335,33.570063,33.961569,34.996215,35.690865,36.731683,38.263674,39.929932,40.126215,40.969863,41.794284,42.837541,44.217868,45.405647,48.048570,49.488677,50.246802,50.458134,55.477200,56.187570,56.321764,56.751746,57.155109,57.808654,59.353203,59.439758,59.588284,59.787842,60.373687,60.566740,60.714194,64.995823,65.243382,70.793136,70.939864,71.408493,73.777107,75.567410,77.996182,79.512295,86.200608,86.384123,86.504778,89.361726,92.115130,92.205293,107.707051,108.040355,108.172346,109.136811,110.400469,110.455001,111.825953,114.144448,119.151620,123.158229
NGRIP_04466,12.721523,14.471068,22.725741,22.867732,23.124362,23.232081,27.342476,27.514100,28.299897,28.568816,30.397434,30.548344,31.857468,32.459760,33.471731,33.854731,34.999118,35.848020,37.205081,39.015725,40.993555,41.250840,41.920756,42.557517,43.424219,44.494551,45.422924,47.752897,49.094141,49.806184,50.020205,54.931376,55.624714,55.714392,56.248109,56.702838,57.503204,59.319533,59.443117,59.605772,60.034434,60.535944,60.752385,60.946053,65.124372,65.369429,70.598049,70.780777,71.401571,73.567048,75.324705,77.918165,79.511274,87.140014,87.376750,87.506181,90.100078,92.660984,92.709089,107.623509,108.021137,108.215615,109.178094,110.248222,110.348453,111.474421,113.618283,118.373092,121.345853
NGRIP_04467,12.901722,14.739351,23.205064,23.338074,23.508884,23.582582,27.796217,28.001148,28.801221,29.131189,30.802720,31.026681,32.316456,32.629584,33.413639,33.873949,34.789354,35.595501,36.857564,38.562587,40.365576,40.636167,41.374112,42.002393,42.866031,43.959151,44.962389,47.483907,48.879763,49.762154,49.990813,56.048336,56.925673,57.059591,57.556514,58.001458,58.912927,60.640152,60.787115,60.882766,61.239533,61.809848,62.094755,62.256866,67.415559,67.729787,73.275851,73.357271,74.184286,75.782332,77.337688,79.719149,81.284028,89.109173,89.390473,89.488739,92.883639,96.070077,96.284870,111.360267,111.652945,111.833539,112.790147,114.067182,114.266374,115.654114,118.066184,123.311341,127.566389
NGRIP_04468,12.882114,14.695880,23.015484,23.133321,23.354566,23.466286,27.386306,27.609589,28.395254,28.650290,30.334618,30.652919,32.000447,32.474787,33.603796,33.911353,35.057684,35.880936,36.991343,38.686563,40.323047,40.648543,41.247599,41.980329,42.740026,43.865856,44.800427,47.171607,48.418623,49.274795,49.556351,54.082867,54.727782,54.816099,55.193485,55.515810,56.101760,57.490788,57.624502,57.746883,57.926689,58.448091,58.623128,58.726018,63.287924,63.552171,68.924825,69.172828,69.867652,72.325747,74.405913,76.895925,78.479543,85.230122,85.411437,85.533062,87.473360,89.521829,89.540985,101.731970,102.036934,102.168907,103.066541,104.281326,104.367144,105.692063,108.054665,113.689926,117.247100
NGRIP_04469,12.870096,14.674024,22.902264,23.037843,23.193676,23.353867,27.536525,27.776543,28.615214,28.948907,30.749241,30.988002,32.264220,32.818603,33.771059,34.094983,35.277751,35.988786,37.043622,38.792489,40.578764,40.790501,41.509082,42.139443,42.964213,44.014233,44.989341,47.610777,49.210282,50.096384,50.363994,53.942047,54.465312,54.533126,54.974422,55.393219,56.180412,57.808075,57.974885,58.041277,58.313452,58.936786,59.167829,59.286784,63.728160,63.978381,68.770129,68.926086,69.222437,71.582588,73.366611,75.828040,77.480987,85.679783,85.953765,86.086117,88.692095,91.362209,91.416572,105.046085,105.423075,105.521180,106.401859,107.422714,107.581130,108.704651,110.868236,116.180508,120.382376
NGRIP_04470,12.920522,14.719843,22.971507,23.077547,23.304091,23.402617,27.316574,27.463433,28.224807,28.493211,30.040000,30.446005,31.550695,32.109193,33.016736,33.400870,34.518800,35.285926,36.464501,38.068741,39.803395,40.026161,40.538044,41.126786,41.792197,42.828072,43.626453,46.039631,47.440467,48.263099,48.467236,52.730069,53.338433,53.405117,53.831542,54.246196,54.984000,56.511541,56.645257,56.730489,57.082785,57.517486,57.770434,57.903889,61.343367,61.531831,67.071326,67.295164,67.849267,69.857252,71.495928,73.833699,75.207369,82.894138,83.074082,83.161378,86.180040,89.095188,89.149607,103.433088,103.828847,103.969264,104.984081,106.379673,106.471619,108.009502,110.417846,115.377040,119.024046
NGRIP_04471,12.867520,14.660538,23.125143,23.241253,23.450642,23.593116,27.993952,28.181657,29.068574,29.385735,31.135978,31.372840,32.688289,33.038666,33.909341,34.251854,35.206227,35.985282,37.036277,38.657551,40.309741,40.585959,41.363134,42.005800,42.866451,44.117159,45.190668,48.133728,49.857212,50.994651,51.405622,56.833252,57.632042,57.740443,58.246771,58.631378,59.420516,61.162843,61.301316,61.444740,61.797423,62.350287,62.593457,62.752950,66.846254,67.065971,72.181619,72.411409,72.848792,75.131860,76.839716,79.025463,80.071064,86.998118,87.205663,87.288010,90.443438,93.541359,93.693198,107.711677,108.022108,108.191465,109.025287,110.281666,110.498359,111.753568,113.960179,118.129037,122.177657
